DDB ID,Name,u1,u2,u3,u4,CH2,C=C,ACH,ACCH2,OH,CH3OH,H2O,ACOH,CH2CO,CHO,CCOO,HCOO,CH2O,CH2NH2,CH2NH,(C)3N,ACNH2,PYRIDINE,CH2CN,COOH,CCL,CCL2,CCL3,CCL4,ACCL,CNO2,ACNO2,CS2,CH3SH,FURFURAL,DOH,I,BR,C=-C,DMSO,ACRY,CLCC,ACF,DMF,CF2,COO,CY-CH2,CY-CH2O,CHCL3,CY-CONC,CONR,CONR2,HCONR,ACS,EPOXIDES,CARBONAT,SULFONE,CH2S,Molecular formula,Mol.Weight,Tc [K],Tm [K],Dipol Mom.,Polarizab.,Anisotr.,norm. Aniso.,H-Bond Acc.,H-Bond Don.,Dipol Mom._normed,Polarizab._normed,Anisotr._normed,norm. Aniso._normed,H-Bond Acc._normed,H-Bond Don._normed,training samples,img,I_x,Attributes,X_alk,Cl_alk,Br_alk,I_alk,F_alk,F_full,X,Cl,Br,I_y,F,_CHn,_COR,an,en,in,aro,c_aro,sub_aro,het_aro,cyc,five,six,low,high,sym,npol_short,npol_mid,npol_long,pol_mono,pol_oligo,coc,ol,cooh,cond,poly,keto,on,al,cooc,concH1,conc,nh2R,nhR2,nR3,cn,no2,s,h2o,H2O_x,AN_short,AN_long,AN_cyc,AN_branch,EN_lin,EN_branch,EN_cyc,IN_lin,C_ARO_small,C_Aro_kond,POL_ARO_all,H_ARO_all,HET_ARO_all,XALK_cl,XALK_br,XALK_i,OL_wl,OL_wul,COO_wl,COO_wul,NHR_prim,NHR_tert,ON_wl,ON_wul,AL_wl,AL_wul,COC_cyc,COC_wl,COC_wul,CN_wl,CN_wul,NO2_wl,NO2_wul,COOH_all,FF_all,CONR_wl,S_NPOL_all,S_POL_all,SN_all,H2O_y,Exo
21,Ethyl acetate,-0.613851002997003,0.343244024975025,-0.644594628371629,0.438331658341658,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H8O2,88.1063,523.2,189.55,2.0652,56.09347,19.71028,0.351382790189304,0.0453998592604363,0.0,0.6085827013054737,-0.5640125809868585,-0.4786797857892278,-0.3034697890705055,1.9830342428990049,-0.2686332728825099,37,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/141-78-6/PNG?image_size=small,0,"npol_short,cooc,keto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2-Butanol,0.907092546453548,-0.287449137912088,-0.417721753246753,1.40365054945055,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H10O,74.1228,536.0,158.5,1.5472,55.22294,10.84458,0.19637817182497,0.0,0.0134910891356259,0.18679082111066408,-0.583786086388274,-0.7502935644612524,-1.0866748516089977,-0.5812227962200803,0.9538255709518453,8,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/78-92-2/PNG?image_size=small,0,"npol_short,pol_mono,ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Ethylbenzene,-0.109101501288711,0.743561207792208,-1.34341747252747,0.0730178557453845,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8H10,106.167,617.1,178.15,0.3687,91.10744,48.3252,0.530419908626562,0.0,0.0,-0.772826419834477,0.2313062763988731,0.3979804381747784,0.6011663374013803,-0.5812227962200803,-0.2686332728825099,38,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/100-41-4/PNG?image_size=small,0,"_CHn,aro,c_aro,cyc,six",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Bromobenzene,0.0887392045034966,0.932281451548453,-1.10807341558441,0.152003590534366,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H5Br,157.01,670.0,242.55,1.8266,86.34748,61.97647,0.717756557574118,0.0,0.0,0.4142978700033858,0.12318697577681335,0.816207202939213,1.5477382099236163,-0.5812227962200803,-0.2686332728825099,13,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/108-86-1/PNG?image_size=small,0,"X,Br,aro,sub_aro,cyc,six,pol_mono",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Chlorobenzene,0.144388823523476,1.03189088711289,-0.990238880119879,0.108426621968032,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H5Cl,112.558,632.4,227.95,1.7056,78.28725,54.36952,0.694487544268064,0.0,0.0,0.3157711952860654,-0.05989574560171641,0.5831570846553599,1.4301648807293785,-0.5812227962200803,-0.2686332728825099,16,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/108-90-7/PNG?image_size=small,0,"X,Cl,aro,sub_aro,cyc,six,pol_mono",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Nitrobenzene,-0.558919338780121,0.899319752817182,-1.14831998501498,0.996576103896105,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H5NO2,123.111,712.0,278.85,4.6644,82.51984,60.45004,0.732551590017625,0.0406137550665659,0.0,2.7250333866381937,0.036244698986037445,0.7694427714585248,1.622494332885964,1.7127073835427544,-0.2686332728825099,2,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/98-95-3/PNG?image_size=small,0,"aro,sub_aro,cyc,six,pol_mono,no2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Benzene,-0.0406197883753547,0.79921178021978,-0.976740486513488,0.0127819460551449,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H6,78.1136,562.1,278.68,0.0001,64.94511,39.45073,0.607447273551465,0.0,0.0,-1.0729663562047604,-0.3629535119698394,0.12609797763454778,0.9903690772925502,-0.5812227962200803,-0.2686332728825099,161,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/71-43-2/PNG?image_size=small,0,"aro,c_aro,cyc,six",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1-Butanol,1.14722974925075,-0.13978897932967,-0.560239686313687,1.61647464535465,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H10O,74.1228,562.9,183.35,1.5594,55.15944,15.28168,0.277045597272199,0.0,0.0134910891356259,0.19672491558629474,-0.5852284463218662,-0.6143564701149921,-0.6790796672918739,-0.5812227962200803,0.9538255709518453,23,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/71-36-3/PNG?image_size=small,0,"npol_short,pol_mono,ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2-Butanone,-0.563429556443556,0.448522153846153,-0.493417121878122,0.572778865134865,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H8O,72.1069,535.6,186.48,2.8662,51.63274,15.0722,0.291911682393768,0.0277365581704966,0.0,1.260813002533355,-0.6653350727438989,-0.6207741984789358,-0.6039645303997975,0.9853826005418564,-0.2686332728825099,83,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/78-93-3/PNG?image_size=small,0,"npol_short,on,keto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,n-Butane,-0.31358813056943,-0.380156448651348,-1.43885383616384,-0.0437992755234766,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H10,58.1234,425.2,134.85,0.0004,51.47028,11.50593,0.223545121573071,0.0,0.0,-1.0727220751930646,-0.6690252427409281,-0.7300321330430065,-0.9494060863233735,-0.5812227962200803,-0.2686332728825099,15,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/106-97-8/PNG?image_size=small,0,"an,npol_short",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Butyl chloride,0.00756584627012987,0.617888107892108,-1.2258964035964,0.165392923777223,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H9Cl,92.5682,542.0,150.1,2.2855,62.52629,25.58756,0.409228821988319,0.0,0.0,0.7879663908941157,-0.417895386844975,-0.29862065575848956,-0.011186207904799217,-0.5812227962200803,-0.2686332728825099,13,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/109-69-3/PNG?image_size=small,0,"X_alk,Cl_alk,X,Cl,npol_short,pol_mono",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Chloroform,0.724901839160839,1.58688641358641,-0.525892813186813,-0.0247544134625375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CHCl3,119.377,536.4,209.55,1.0916,48.33581,19.50844,0.403602215417513,0.0,0.0,-0.1841906086514117,-0.7402226276392946,-0.4848634514994551,-0.03961624307194223,-0.5812227962200803,-0.2686332728825099,39,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/67-66-3/PNG?image_size=small,0,"X_alk,Cl_alk,X,Cl,npol_short,pol_oligo",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3-Methylphenol,-0.4915118835994,0.382910179852148,-0.867422457542458,1.653293996004,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H8O,108.14,705.8,284.95,1.0103,83.90869,52.03123,0.62009346111827,0.0,0.00924727205474385,-0.2503907628209831,0.06779149573831025,0.5115201262052648,1.0542675483745707,-0.5812227962200803,0.569283472831694,5,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/108-39-4/PNG?image_size=small,0,"_CHn,aro,sub_aro,cyc,six,pol_mono,ol",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
